Hour,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
3923,298.928,7.8,9,42.72134408767123,104.1453085334676,11,348.928,57.8,16,92.72134408767124
3924,286.185,6.4,7,4.854698191780822,103.8700475373356,5,336.185,56.4,15,54.85469819178082
3925,273.683,5.8,4,4.854698191780822,103.5443699921065,6,323.683,55.8,13,54.85469819178082
3926,256.482,6.3,4,4.854698191780822,102.8110284182636,11,306.482,56.3,12,54.85469819178082
3927,229.172,6.5,6,4.854698191780822,102.0832472711351,16,279.172,56.5,15,54.85469819178082
3928,227.717,6.7,9,4.854698191780822,100.574120881943,21,277.717,56.7,17,54.85469819178082
3929,264.434,6.9,8,4.854698191780822,100.3427724572401,26,314.434,56.9,13,54.85469819178082
3930,298.265,7.3,9,67.96577468493152,99.12515643719664,22,348.265,57.3,27,117.9657746849315
3931,302.573,7.4,10,4.854698191780822,97.98863155404418,25,352.573,57.4,19,54.85469819178082
3932,316.7569999999999,7.7,11,4.854698191780822,99.07045391964503,31,366.7569999999999,57.7,18,54.85469819178082
3933,328.054,8.0,10,4.854698191780822,99.30268283082043,45,378.054,58.0,27,54.85469819178082
3934,324.099,8.5,8,4.854698191780822,100.4900668017566,27,374.099,58.5,17,54.85469819178082
3935,311.481,8.6,5,4.854698191780822,98.5975241937001,18,361.481,58.6,15,54.85469819178082
3936,288.0,9.1,3,4.854698191780822,98.9672075781349,15,338.0,59.1,12,54.85469819178082
3937,287.876,9.6,3,4.854698191780822,96.77241237601423,12,337.876,59.6,12,54.85469819178082
3938,270.407,9.7,2,4.854698191780822,95.51138660900637,12,320.407,59.7,12,54.85469819178082
3939,254.321,9.5,3,4.854698191780822,98.36293882140436,13,304.321,59.5,13,54.85469819178082
3940,266.55,10.1,3,4.854698191780822,100.1942221388806,18,316.55,60.1,16,54.85469819178082
3941,260.497,9.3,7,4.854698191780822,106.2624113151411,60,310.497,59.3,28,54.85469819178082
3942,269.004,9.1,9,4.854698191780822,115.1662060886178,49,319.004,59.1,24,54.85469819178082
3943,271.114,8.9,10,30.0991287890411,118.4733646247536,14,321.114,58.9,28,80.0991287890411
3944,255.3049999999999,8.3,8,4.854698191780822,118.3282917930328,11,305.3049999999999,58.3,19,54.85469819178082
3945,247.5049999999999,7.2,9,4.854698191780822,110.5694089954489,23,297.5049999999999,57.2,15,54.85469819178082
3946,248.9,6.2,5,4.854698191780822,118.6490794247091,13,298.9,56.2,15,54.85469819178082
3947,257.896,6.7,5,42.72134408767123,121.4865906082494,8,307.896,56.7,18,92.72134408767124
3948,252.017,6.7,5,4.854698191780822,120.5334942051146,7,302.017,56.7,15,54.85469819178082
3949,240.833,7.0,5,4.854698191780822,119.6519283876912,10,290.833,57.0,14,54.85469819178082
3950,258.09,7.3,5,4.854698191780822,118.8934992316688,15,308.09,57.3,14,54.85469819178082
3951,257.834,7.1,6,4.854698191780822,117.4940355720978,26,307.834,57.1,15,54.85469819178082
3952,283.335,6.7,6,4.854698191780822,114.58659832272,22,333.335,56.7,17,54.85469819178082
3953,304.67,6.8,9,4.854698191780822,114.4311174353459,34,354.67,56.8,15,54.85469819178082
3954,289.391,7.7,8,67.96577468493152,111.5012097797564,24,339.391,57.7,17,117.9657746849315
3955,260.368,8.2,9,4.854698191780822,108.9040641544049,26,310.368,58.2,26,54.85469819178082
3956,280.057,7.9,8,4.854698191780822,109.3709125071934,34,330.057,57.9,22,54.85469819178082
3957,276.615,8.2,9,4.854698191780822,109.0427962270669,31,326.615,58.2,16,54.85469819178082
3958,264.403,8.5,5,4.854698191780822,108.797973266518,21,314.403,58.5,15,54.85469819178082
3959,269.212,8.3,5,4.854698191780822,106.1687093358442,7,319.212,58.3,15,54.85469819178082
3960,265.916,8.8,3,4.854698191780822,103.4060407105942,5,315.916,58.8,12,54.85469819178082
3961,282.792,8.6,3,4.854698191780822,104.387156590216,4,332.792,58.6,12,54.85469819178082
3962,298.353,9.1,2,5.48223336839576,102.2405836073627,4,348.353,59.1,12,55.48223336839576
3963,298.438,9.4,3,5.050057253550202,103.7067066651355,5,348.438,59.4,12,55.0500572535502
3964,279.3729999999999,9.7,4,4.854698191780822,105.261084719069,16,329.3729999999999,59.7,15,54.85469819178082
3965,250.558,9.3,7,4.854698191780822,114.1491427298614,28,300.558,59.3,27,54.85469819178082
3966,239.104,8.7,11,4.854698191780822,121.0204304073471,49,289.104,58.7,31,54.85469819178082
3967,249.446,8.6,9,30.0991287890411,119.9135935515421,22,299.446,58.6,26,80.0991287890411
3968,263.1879999999999,8.0,9,4.854698191780822,118.3232947181874,17,313.1879999999999,58.0,18,54.85469819178082
3969,234.3539999999999,7.0,9,4.854698191780822,119.8390324879665,26,284.3539999999999,57.0,15,54.85469819178082
3970,243.5599999999999,7.1,5,4.854698191780822,119.8652496734003,32,293.5599999999999,57.1,18,54.85469819178082
3971,237.55,7.2,7,42.72134408767123,119.3491171534722,23,287.55,57.2,13,92.72134408767124
3972,239.97,6.7,6,4.854698191780822,119.1096788364574,10,289.97,56.7,14,54.85469819178082
3973,254.232,6.1,7,4.854698191780822,118.6464535501923,18,304.232,56.1,16,54.85469819178082
3974,267.4309999999999,6.7,5,4.854698191780822,117.4639737487643,22,317.4309999999999,56.7,14,54.85469819178082
3975,279.861,6.4,4,4.854698191780822,113.2013630732524,25,329.861,56.4,19,54.85469819178082
3976,268.308,5.9,9,4.854698191780822,109.1576541651523,33,318.308,55.9,14,54.85469819178082
3977,272.046,6.4,11,4.854698191780822,108.6409134716646,29,322.046,56.4,18,54.85469819178082
3978,313.079,6.9,8,67.96577468493152,108.6841207357355,31,363.079,56.9,16,117.9657746849315
3979,303.058,7.3,8,4.854698191780822,107.944394789275,17,353.058,57.3,15,54.85469819178082
3980,261.277,6.9,8,4.854698191780822,107.0485627472221,23,311.277,56.9,21,54.85469819178082
3981,270.109,7.1,9,4.854698191780822,106.4344943500241,26,320.109,57.1,21,54.85469819178082
3982,290.912,7.3,6,4.854698191780822,104.6833048566191,10,340.912,57.3,15,54.85469819178082
3983,306.4139999999999,6.6,4,5.19411595849872,103.5249016726613,7,356.4139999999999,56.6,12,55.19411595849872
3984,306.783,6.5,4,6.922820417880944,102.991670342232,13,356.783,56.5,13,56.92282041788094
3985,310.784,6.4,3,8.36340746736613,104.2504045247984,11,360.784,56.4,12,58.36340746736613
3986,297.3200000000001,7.0,3,9.227759697057241,104.4145280247933,8,347.3200000000001,57.0,12,59.22775969705724
3987,291.6630000000001,7.3,3,8.075290057469092,105.4278136761529,11,341.6630000000001,57.3,11,58.07529005746909
3988,280.691,6.9,2,5.19411595849872,108.5420399632871,7,330.691,56.9,12,55.19411595849872
3989,291.235,7.1,3,4.854698191780822,118.4889504917731,5,341.235,57.1,12,54.85469819178082
3990,294.486,7.5,8,4.854698191780822,126.7130823172387,12,344.486,57.5,15,54.85469819178082
3991,274.977,7.8,6,30.0991287890411,116.6560550431925,30,324.977,57.8,27,80.0991287890411
3992,266.145,7.1,8,4.854698191780822,129.7572231859479,43,316.145,57.1,30,54.85469819178082
3993,254.917,6.5,9,4.854698191780822,130.253761619908,36,304.917,56.5,35,54.85469819178082
3994,249.026,6.6,11,4.854698191780822,131.5677973117838,44,299.026,56.6,18,54.85469819178082
3995,256.253,6.3,9,42.72134408767123,129.9332333741341,19,306.253,56.3,15,92.72134408767124
3996,256.7090000000001,7.0,11,4.854698191780822,130.2075970907613,18,306.7090000000001,57.0,20,54.85469819178082
3997,252.738,6.2,11,4.854698191780822,128.3126825574971,19,302.738,56.2,15,54.85469819178082
3998,243.234,7.2,9,4.854698191780822,127.4246630206894,14,293.234,57.2,13,54.85469819178082
3999,239.917,7.2,10,4.854698191780822,125.2152416914692,43,289.917,57.2,20,54.85469819178082
4000,240.558,6.2,9,4.854698191780822,121.7447380546719,42,290.558,56.2,18,54.85469819178082
4001,251.107,6.9,8,4.854698191780822,117.1334503867941,21,301.107,56.9,18,54.85469819178082
4002,251.986,6.8,6,67.96577468493152,116.6980637196821,17,301.986,56.8,22,117.9657746849315
4003,255.379,7.0,7,4.854698191780822,115.7369355353761,20,305.379,57.0,19,54.85469819178082
4004,266.762,6.9,5,4.854698191780822,113.505968866481,21,316.762,56.9,19,54.85469819178082
4005,278.058,7.3,6,4.854698191780822,110.8127285567575,16,328.058,57.3,13,54.85469819178082
4006,270.289,6.5,5,4.854698191780822,111.7742812785859,11,320.289,56.5,12,54.85469819178082
4007,257.853,6.3,4,4.854698191780822,112.8256152295068,13,307.853,56.3,13,54.85469819178082
4008,249.704,6.4,4,4.854698191780822,111.4429969143805,24,299.704,56.4,13,54.85469819178082
4009,247.595,7.2,2,4.854698191780822,111.4245542988528,22,297.595,57.2,11,54.85469819178082
4010,241.837,7.5,3,4.854698191780822,109.2564081892925,21,291.837,57.5,12,54.85469819178082
4011,244.664,7.6,2,4.854698191780822,109.0887393056505,17,294.664,57.6,12,54.85469819178082
4012,247.451,7.6,2,4.854698191780822,107.6128129830148,11,297.451,57.6,12,54.85469819178082
4013,252.367,6.8,3,4.854698191780822,114.2535990153921,6,302.367,56.8,11,54.85469819178082
4014,267.647,6.3,7,4.854698191780822,121.5064014330664,12,317.647,56.3,14,54.85469819178082
4015,278.054,5.8,7,30.0991287890411,120.6797729940209,23,328.054,55.8,17,80.0991287890411
4016,257.806,5.5,9,4.854698191780822,120.8217272750675,31,307.806,55.5,18,54.85469819178082
4017,253.886,5.6,10,4.854698191780822,121.0725260180515,30,303.886,55.6,22,54.85469819178082
4018,259.299,6.0,5,4.854698191780822,121.7654704424434,28,309.299,56.0,19,54.85469819178082
4019,256.5429999999999,6.1,7,42.72134408767123,121.7451345635362,27,306.5429999999999,56.1,24,92.72134408767124
4020,256.9110000000001,6.2,9,4.854698191780822,121.3934191196359,24,306.9110000000001,56.2,20,54.85469819178082
4021,247.236,5.9,5,4.854698191780822,117.1123576132999,18,297.236,55.9,12,54.85469819178082
4022,256.067,5.9,5,4.854698191780822,114.676116179075,14,306.067,55.9,18,54.85469819178082
4023,259.715,5.7,6,4.854698191780822,111.4816723551709,39,309.715,55.7,15,54.85469819178082
4024,268.677,5.6,7,4.854698191780822,108.7708792190072,37,318.677,55.6,27,54.85469819178082
4025,286.891,5.4,8,4.854698191780822,106.4635441213296,48,336.891,55.4,20,54.85469819178082
4026,311.724,5.4,9,67.96577468493152,105.5322455574207,39,361.724,55.4,24,117.9657746849315
4027,304.778,5.2,10,4.854698191780822,104.704549854723,39,354.778,55.2,21,54.85469819178082
4028,208.891,5.2,9,4.854698191780822,102.7776098006605,25,258.891,55.2,19,54.85469819178082
4029,186.614,5.7,6,4.854698191780822,103.1355203029217,33,236.614,55.7,15,54.85469819178082
4030,263.393,5.8,5,4.854698191780822,104.776511743495,10,313.393,55.8,17,54.85469819178082
4031,266.697,5.5,3,4.854698191780822,103.4664117826584,23,316.697,55.5,12,54.85469819178082
4032,275.958,5.3,3,4.854698191780822,102.1349519303816,19,325.958,55.3,11,54.85469819178082
4033,269.096,5.6,3,4.854698191780822,100.1930066374537,20,319.096,55.6,12,54.85469819178082
4034,280.034,5.7,2,4.854698191780822,99.68690149084162,22,330.034,55.7,12,54.85469819178082
4035,267.795,5.7,4,4.854698191780822,99.69294951955972,25,317.795,55.7,12,54.85469819178082
4036,232.3680000000001,5.5,4,4.854698191780822,103.281974029316,39,282.3680000000001,55.5,16,54.85469819178082
4037,237.337,5.2,9,4.854698191780822,113.3308402520859,61,287.337,55.2,29,54.85469819178082
4038,248.87698976,5.8,9,4.854698191780822,119.6800191439557,44,298.87698976,55.8,26,54.85469819178082
4039,254.743,5.8,9,30.0991287890411,121.0609359262227,22,304.7430000000001,55.8,28,80.0991287890411
4040,237.664,6.2,9,4.854698191780822,120.4492033310909,9,287.664,56.2,16,54.85469819178082
4041,234.217,6.7,11,4.854698191780822,114.344782402278,17,284.217,56.7,16,54.85469819178082
4042,234.936,5.8,6,4.854698191780822,121.3651559629603,14,284.936,55.8,17,54.85469819178082
4043,241.509,6.3,8,42.72134408767123,120.305949100203,16,291.509,56.3,18,92.72134408767124
4044,211.063,6.3,6,4.854698191780822,120.1318865413284,15,261.063,56.3,15,54.85469819178082
4045,198.318,5.9,7,4.854698191780822,119.1929905196387,6,248.318,55.9,13,54.85469819178082
4046,202.499,5.8,5,4.854698191780822,116.8664650936483,11,252.499,55.8,12,54.85469819178082
4047,191.1000000000001,5.8,6,4.854698191780822,112.1591100451777,18,241.1000000000001,55.8,13,54.85469819178082
4048,194.9289999999999,6.0,9,4.854698191780822,109.7326877023425,24,244.9289999999999,56.0,15,54.85469819178082
4049,212.604,5.5,9,4.854698191780822,108.4261075127585,36,262.604,55.5,15,54.85469819178082
4050,227.299,5.3,9,67.96577468493152,106.9887878882124,38,277.299,55.3,20,117.9657746849315
4051,230.74,5.4,11,4.854698191780822,104.4974152912652,34,280.74,55.4,24,54.85469819178082
4052,225.564,5.4,9,4.854698191780822,99.5174496462555,42,275.564,55.4,17,54.85469819178082
4053,234.671,5.7,10,4.854698191780822,96.81087905162566,30,284.671,55.7,23,54.85469819178082
4054,236.2330000000001,6.2,7,4.854698191780822,96.11723137369975,13,286.2330000000001,56.2,14,54.85469819178082
4055,231.558,5.7,4,4.854698191780822,95.31172808608126,7,281.558,55.7,18,54.85469819178082
4056,231.938,6.2,4,4.854698191780822,95.56415841109197,5,281.938,56.2,12,54.85469819178082
4057,235.036,5.7,2,4.854698191780822,94.5866054330288,4,285.036,55.7,11,54.85469819178082
4058,233.581,5.6,3,4.854698191780822,93.38189250247915,7,283.581,55.6,12,54.85469819178082
4059,234.332,5.6,3,4.854698191780822,93.60225876728651,6,284.332,55.6,11,54.85469819178082
4060,217.881,5.7,3,4.854698191780822,93.26303419830211,11,267.881,55.7,14,54.85469819178082
4061,199.452,5.3,8,4.854698191780822,95.73603847982874,49,249.452,55.3,22,54.85469819178082
4062,207.266,5.5,11,4.854698191780822,99.04058322276597,46,257.266,55.5,23,54.85469819178082
4063,216.359,5.7,9,30.0991287890411,99.53078138092005,21,266.359,55.7,27,80.0991287890411
4064,234.542,6.2,10,4.854698191780822,101.7159892113345,17,284.542,56.2,16,54.85469819178082
4065,230.148,7.1,11,4.854698191780822,103.8503981189301,12,280.148,57.1,16,54.85469819178082
4066,219.767,7.5,9,4.854698191780822,104.4050453981162,20,269.767,57.5,15,54.85469819178082
4067,208.745,7.7,11,42.72134408767123,104.170160167502,15,258.745,57.7,14,92.72134408767124
4068,205.954,7.5,8,4.854698191780822,104.487408335377,13,255.954,57.5,14,54.85469819178082
4069,192.804,7.1,5,4.854698191780822,103.3336394242782,12,242.804,57.1,12,54.85469819178082
4070,195.2470000000001,6.9,7,4.854698191780822,101.8679653082908,14,245.2470000000001,56.9,15,54.85469819178082
4071,210.663,6.7,4,4.854698191780822,101.0769007665261,13,260.663,56.7,13,54.85469819178082
4072,222.462,5.9,10,4.854698191780822,100.0546197280535,18,272.462,55.9,12,54.85469819178082
4073,229.4349999999999,6.3,10,4.854698191780822,99.75183773062459,32,279.4349999999999,56.3,15,54.85469819178082
4074,230.479,6.1,6,67.96577468493152,98.13071740064626,55,280.4789999999999,56.1,21,117.9657746849315
4075,233.1,6.1,7,4.854698191780822,97.64835723931897,44,283.1,56.1,20,54.85469819178082
4076,239.4240000000001,6.8,5,4.854698191780822,96.23431046214135,50,289.4240000000001,56.8,20,54.85469819178082
4077,245.438,6.7,9,4.854698191780822,95.09121213374107,36,295.438,56.7,21,54.85469819178082
4078,244.889,8.1,6,4.854698191780822,94.29949157639656,11,294.889,58.1,17,54.85469819178082
4079,233.49,8.2,5,4.854698191780822,93.97326940534181,16,283.49,58.2,15,54.85469819178082
4080,233.768,8.1,3,4.854698191780822,94.06874286833047,21,283.768,58.1,13,54.85469819178082
4081,233.959,8.0,3,4.854698191780822,93.19951666771867,18,283.959,58.0,11,54.85469819178082
4082,228.872,8.9,3,4.854698191780822,92.22103246164649,21,278.872,58.9,12,54.85469819178082
4083,206.6840000000001,9.2,2,4.854698191780822,90.78498874511853,22,256.6840000000001,59.2,13,54.85469819178082
4084,188.403,8.9,3,4.854698191780822,90.4421959587955,30,238.403,58.9,16,54.85469819178082
4085,191.421,8.6,8,4.854698191780822,92.48636551371145,54,241.421,58.6,31,54.85469819178082
4086,189.212,7.9,10,4.854698191780822,94.5263662889597,45,239.212,57.9,23,54.85469819178082
4087,187.527,7.3,9,30.0991287890411,96.5165180954412,25,237.527,57.3,29,80.0991287890411
4088,181.824,6.9,9,4.854698191780822,97.91752900943769,15,231.824,56.9,19,54.85469819178082
4089,191.717,7.2,10,4.854698191780822,99.45448411110189,18,241.717,57.2,18,54.85469819178082
4090,186.411,6.9,10,4.854698191780822,101.1184219618251,10,236.411,56.9,13,54.85469819178082
4091,194.237,6.9,9,42.72134408767123,102.471385473229,7,244.237,56.9,18,92.72134408767124
4092,203.465,6.7,9,4.854698191780822,102.6751677125048,10,253.465,56.7,15,54.85469819178082
4093,197.904,6.6,9,4.854698191780822,102.5313792457249,15,247.904,56.6,12,54.85469819178082
4094,200.153,6.7,6,4.854698191780822,103.1590551940825,18,250.153,56.7,15,54.85469819178082
4095,209.353,6.5,7,4.854698191780822,104.1403799596965,28,259.353,56.5,12,54.85469819178082
4096,222.974,6.4,10,4.854698191780822,103.8748063685856,25,272.974,56.4,13,54.85469819178082
4097,222.218,6.6,9,4.854698191780822,102.8959655219993,36,272.218,56.6,15,54.85469819178082
4098,250.255,7.2,11,67.96577468493152,102.5925984263286,57,300.255,57.2,15,117.9657746849315
4099,260.663,6.5,11,4.854698191780822,101.5990290030643,41,310.663,56.5,29,54.85469819178082
4100,279.7709999999999,7.0,9,4.854698191780822,100.5743686697799,35,329.7709999999999,57.0,28,54.85469819178082
4101,291.087,7.6,9,4.854698191780822,99.7836707960234,41,341.087,57.6,20,54.85469819178082
4102,258.942,8.1,4,4.854698191780822,97.28804907864223,35,308.942,58.1,14,54.85469819178082
4103,232.3570000000001,8.1,5,4.854698191780822,93.41781219458176,28,282.3570000000001,58.1,15,54.85469819178082
4104,212.376,7.7,3,4.854698191780822,92.32028459853728,23,262.376,57.7,13,54.85469819178082
4105,206.032,7.3,3,4.854698191780822,92.37923527001739,25,256.032,57.3,12,54.85469819178082
4106,204.804,7.5,4,4.854698191780822,89.25740560525647,26,254.804,57.5,13,54.85469819178082
4107,195.706,7.3,3,4.854698191780822,79.32714216678302,31,245.706,57.3,14,54.85469819178082
4108,183.966,8.3,3,4.854698191780822,93.38379651823188,32,233.966,58.3,16,54.85469819178082
4109,201.761,7.9,6,4.854698191780822,101.4299602570792,49,251.761,57.9,26,54.85469819178082
4110,218.844,8.5,11,4.854698191780822,110.5284895706108,58,268.844,58.5,25,54.85469819178082
4111,223.12,8.0,11,30.0991287890411,114.5881408654314,34,273.12,58.0,18,80.0991287890411
4112,244.11,7.4,9,4.854698191780822,115.5709167181777,37,294.11,57.4,19,54.85469819178082
4113,264.83,7.0,10,4.854698191780822,116.5590445948989,30,314.83,57.0,22,54.85469819178082
4114,249.673,6.9,11,4.854698191780822,115.8065014571172,16,299.673,56.9,21,54.85469819178082
4115,249.92,7.0,11,42.72134408767123,115.7126863966817,11,299.92,57.0,16,92.72134408767124
4116,253.279,7.0,8,4.854698191780822,114.6608069742429,18,303.279,57.0,14,54.85469819178082
4117,250.348,6.6,5,4.854698191780822,114.9165594201399,10,300.348,56.6,13,54.85469819178082
4118,245.793,7.4,7,4.854698191780822,114.7827355038212,10,295.793,57.4,17,54.85469819178082
4119,224.003,7.1,6,4.854698191780822,109.9496687817824,19,274.003,57.1,16,54.85469819178082
4120,230.4320000000001,6.6,6,4.854698191780822,108.7506080959657,30,280.4320000000001,56.6,15,54.85469819178082
4121,237.514,6.4,9,4.854698191780822,107.4366529864826,29,287.514,56.4,15,54.85469819178082
4122,244.526,6.3,5,67.96577468493152,105.9837698453558,33,294.526,56.3,28,117.9657746849315
4123,230.3319999999999,6.4,6,4.854698191780822,105.1528377991311,28,280.3319999999999,56.4,18,54.85469819178082
4124,240.71,6.7,4,4.854698191780822,103.6081737291188,36,290.71,56.7,20,54.85469819178082
4125,232.284,6.5,5,4.854698191780822,102.7197489848978,34,282.284,56.5,19,54.85469819178082
4126,228.042,6.9,3,4.854698191780822,101.3022665224425,32,278.042,56.9,14,54.85469819178082
4127,223.923,7.0,4,4.854698191780822,93.79954753964121,32,273.923,57.0,15,54.85469819178082
4128,221.978,7.5,3,4.854698191780822,97.45963677947789,34,271.978,57.5,14,54.85469819178082
4129,246.217,7.0,3,4.854698191780822,97.96678176514985,38,296.217,57.0,18,54.85469819178082
4130,242.052,7.2,3,4.854698191780822,95.7572431263297,37,292.052,57.2,21,54.85469819178082
4131,217.229,7.1,3,4.854698191780822,96.49736896442354,38,267.229,57.1,22,54.85469819178082
4132,220.669,7.6,4,4.854698191780822,101.2024884857692,37,270.669,57.6,23,54.85469819178082
4133,222.549,6.6,8,4.854698191780822,108.7953889517358,38,272.549,56.6,23,54.85469819178082
4134,223.503,7.6,6,4.854698191780822,117.4192259958062,49,273.503,57.6,27,54.85469819178082
4135,225.023,7.3,10,30.0991287890411,118.5320955370552,65,275.023,57.3,30,80.0991287890411
4136,256.0070000000001,6.8,8,4.854698191780822,118.4572399309411,60,306.0070000000001,56.8,43,54.85469819178082
4137,272.659,6.5,10,4.854698191780822,120.4404649136167,63,322.659,56.5,38,54.85469819178082
4138,278.6349999999999,6.6,6,4.854698191780822,120.6270264418904,40,328.6349999999999,56.6,23,54.85469819178082
4139,282.6080000000001,6.8,7,42.72134408767123,119.565951082456,40,332.6080000000001,56.8,21,92.72134408767124
4140,276.829,6.8,5,4.854698191780822,119.087907213692,23,326.829,56.8,14,54.85469819178082
4141,281.364,6.1,7,4.854698191780822,119.3310693554242,19,331.364,56.1,16,54.85469819178082
4142,297.9229999999999,6.4,7,4.854698191780822,116.5855941373971,9,347.9229999999999,56.4,14,54.85469819178082
4143,258.74,6.7,9,4.854698191780822,112.6302897921773,12,308.74,56.7,15,54.85469819178082
4144,252.612,6.4,8,4.854698191780822,109.7236756430104,15,302.612,56.4,15,54.85469819178082
4145,243.1199999999999,6.6,4,4.854698191780822,106.3400133673279,18,293.1199999999999,56.6,15,54.85469819178082
4146,230.615,6.1,5,67.96577468493152,104.4412173481434,12,280.615,56.1,14,117.9657746849315
4147,224.328,6.5,7,4.854698191780822,103.1160859319807,13,274.328,56.5,20,54.85469819178082
4148,237.973,6.6,4,4.854698191780822,101.8346697993205,34,287.9730000000001,56.6,14,54.85469819178082
4149,247.966,6.7,5,4.854698191780822,100.3371377304186,38,297.966,56.7,18,54.85469819178082
4150,237.529,7.2,5,4.854698191780822,99.05645191344522,34,287.529,57.2,14,54.85469819178082
4151,226.605,7.0,4,4.854698191780822,97.09513120640923,29,276.605,57.0,15,54.85469819178082
4152,224.801,7.4,4,4.854698191780822,95.81991460219764,27,274.801,57.4,15,54.85469819178082
4153,224.809,7.5,3,4.854698191780822,94.74469008610743,30,274.809,57.5,15,54.85469819178082
4154,221.943,7.8,4,4.854698191780822,93.70039616094442,33,271.943,57.8,15,54.85469819178082
4155,222.04,7.8,3,4.854698191780822,93.7313609420022,35,272.04,57.8,15,54.85469819178082
4156,233.049,8.0,3,4.854698191780822,97.65015928874584,27,283.049,58.0,16,54.85469819178082
4157,244.628,7.9,4,4.854698191780822,106.8804137519936,24,294.628,57.9,16,54.85469819178082
4158,240.823,8.2,3,4.854698191780822,115.3926864669539,24,290.823,58.2,20,54.85469819178082
4159,217.357,7.6,6,30.0991287890411,117.0947077738743,26,267.357,57.6,21,80.0991287890411
4160,233.0169999999999,7.1,11,4.854698191780822,116.6679413689443,21,283.0169999999999,57.1,19,54.85469819178082
4161,215.714,6.7,11,4.854698191780822,119.1917038592475,22,265.714,56.7,26,54.85469819178082
4162,225.028,6.8,9,4.854698191780822,119.6159401945142,24,275.028,56.8,17,54.85469819178082
4163,261.186,6.6,8,42.72134408767123,119.280949644316,14,311.186,56.6,21,92.72134408767124
4164,273.107,6.5,7,4.854698191780822,119.4797224858018,21,323.107,56.5,16,54.85469819178082
4165,265.715,6.3,3,4.854698191780822,121.7516542469179,11,315.715,56.3,16,54.85469819178082
4166,256.716,6.5,9,4.854698191780822,118.5984545936858,25,306.716,56.5,17,54.85469819178082
4167,253.993,6.9,6,4.854698191780822,113.4205062254024,21,303.993,56.9,14,54.85469819178082
4168,260.625,6.5,9,4.854698191780822,111.3174514797511,14,310.625,56.5,18,54.85469819178082
4169,247.104,6.2,7,4.854698191780822,108.2482851268381,26,297.104,56.2,14,54.85469819178082
4170,231.901,6.0,5,67.96577468493152,107.8513830156885,11,281.901,56.0,18,117.9657746849315
4171,235.3637639999999,5.7,4,4.854698191780822,109.5925120329655,12,285.3637639999999,55.7,13,54.85469819178082
4172,226.375,5.7,6,4.854698191780822,105.8939169740463,22,276.375,55.7,13,54.85469819178082
4173,224.181,5.7,5,4.854698191780822,102.1102183308263,40,274.181,55.7,18,54.85469819178082
4174,226.743,5.9,4,4.854698191780822,100.9434427933365,38,276.7430000000001,55.9,15,54.85469819178082
4175,203.193,5.6,4,4.854698191780822,100.2987725378803,29,253.193,55.6,14,54.85469819178082
4176,199.242,5.4,3,4.854698191780822,99.06383082017929,35,249.242,55.4,16,54.85469819178082
4177,210.461,5.4,3,4.854698191780822,96.87769707753579,37,260.461,55.4,15,54.85469819178082
4178,212.576,5.3,3,4.854698191780822,97.08757530836311,36,262.576,55.3,15,54.85469819178082
4179,215.915,5.6,3,4.854698191780822,98.07290454771687,39,265.915,55.6,16,54.85469819178082
4180,217.635,5.4,3,4.854698191780822,101.5634536285312,35,267.635,55.4,18,54.85469819178082
4181,205.964,5.0,3,4.854698191780822,107.8046882374847,22,255.964,55.0,18,54.85469819178082
4182,203.549,4.7,6,4.854698191780822,114.509143904242,18,253.549,54.7,16,54.85469819178082
4183,217.667,4.8,5,30.0991287890411,117.8334905318208,15,267.667,54.8,21,80.0991287890411
4184,234.27,5.2,7,4.854698191780822,119.1594595457762,14,284.27,55.2,20,54.85469819178082
4185,223.093,5.8,6,4.854698191780822,119.60854534044,22,273.0930000000001,55.8,15,54.85469819178082
4186,218.894,6.1,4,4.854698191780822,118.5701702947033,23,268.894,56.1,21,54.85469819178082
4187,223.146,6.5,5,42.72134408767123,117.6862146717211,15,273.146,56.5,18,92.72134408767124
4188,219.888,6.3,7,4.854698191780822,115.9117772184633,15,269.888,56.3,18,54.85469819178082
4189,216.608,6.1,9,4.854698191780822,114.8446439236299,12,266.6080000000001,56.1,16,54.85469819178082
4190,210.511,5.7,10,4.854698191780822,113.1660888859827,32,260.511,55.7,16,54.85469819178082
4191,215.3209999999999,5.6,11,4.854698191780822,109.7585846120301,26,265.3209999999999,55.6,17,54.85469819178082
4192,222.912,5.3,9,4.854698191780822,106.5695398084288,28,272.912,55.3,17,54.85469819178082
4193,222.026,5.4,9,4.854698191780822,104.2483511839524,23,272.026,55.4,21,54.85469819178082
4194,223.981,4.8,6,67.96577468493152,99.63210920909559,36,273.981,54.8,22,117.9657746849315
4195,231.572,4.6,6,4.854698191780822,97.5508147297706,25,281.572,54.6,18,54.85469819178082
4196,226.772,4.8,9,4.854698191780822,95.9758276383248,18,276.772,54.8,18,54.85469819178082
4197,212.62,5.0,8,4.854698191780822,94.85941802920868,35,262.62,55.0,16,54.85469819178082
4198,205.75,4.9,7,4.854698191780822,94.55710502855342,46,255.75,54.9,14,54.85469819178082
4199,202.0581120000001,4.8,4,4.854698191780822,96.08877503674562,28,252.0581120000001,54.8,14,54.85469819178082
4200,204.176,4.8,3,4.854698191780822,94.82588729697248,27,254.176,54.8,13,54.85469819178082
4201,204.559,4.6,3,4.854698191780822,92.19123811869862,25,254.559,54.6,12,54.85469819178082
